1,-3.187800,55.944400,-20,-3.187903,55.944682,null
2,-3.187903,55.944682,110,-3.187621,55.944579,hurt.green.filer
3,-3.187621,55.944579,110,-3.187339,55.944477,null
4,-3.187339,55.944477,60,-3.187079,55.944627,only.fairly.rift
5,-3.187079,55.944627,60,-3.186819,55.944777,null
6,-3.186819,55.944777,60,-3.186559,55.944927,null
7,-3.186559,55.944927,150,-3.186409,55.944667,laws.merit.bleak
8,-3.186409,55.944667,100,-3.186114,55.944615,rated.fired.crowds
9,-3.186114,55.944615,130,-3.185884,55.944422,null
10,-3.185884,55.944422,110,-3.185602,55.944319,null
11,-3.185602,55.944319,70,-3.185320,55.944422,atoms.vanish.foods
12,-3.185320,55.944422,170,-3.185268,55.944127,acid.chair.butter
13,-3.185268,55.944127,150,-3.185118,55.943867,null
14,-3.185118,55.943867,-90,-3.185418,55.943867,hello.love.keys
15,-3.185418,55.943867,-100,-3.185714,55.943815,null
16,-3.185714,55.943815,-60,-3.185973,55.943965,null
17,-3.185973,55.943965,160,-3.185871,55.943683,teams.mild.played
18,-3.185871,55.943683,160,-3.185768,55.943401,null
19,-3.185768,55.943401,170,-3.185716,55.943105,null
20,-3.185716,55.943105,160,-3.185614,55.942823,null
21,-3.185614,55.942823,-80,-3.185909,55.942876,dent.shins.cycle
22,-3.185909,55.942876,-90,-3.186209,55.942876,null
23,-3.186209,55.942876,-80,-3.186504,55.942928,under.retire.bump
24,-3.186504,55.942928,-100,-3.186800,55.942876,null
25,-3.186800,55.942876,-100,-3.187095,55.942823,null
26,-3.187095,55.942823,-110,-3.187377,55.942721,valve.elaborate.fortunate
27,-3.187377,55.942721,-80,-3.187673,55.942773,null
28,-3.187673,55.942773,-20,-3.187775,55.943055,panic.squad.danger
29,-3.187775,55.943055,-30,-3.187925,55.943315,gums.clock.modes
30,-3.187925,55.943315,-20,-3.188028,55.943597,gums.clock.modes
31,-3.188028,55.943597,-30,-3.188178,55.943856,null
32,-3.188178,55.943856,-10,-3.188230,55.944152,null
33,-3.188230,55.944152,-100,-3.188525,55.944100,rush.crown.link
34,-3.188525,55.944100,-110,-3.188807,55.943997,null
35,-3.188807,55.943997,180,-3.188807,55.943697,noted.friday.jams
36,-3.188807,55.943697,-70,-3.189089,55.943800,labels.hotels.alert
37,-3.189089,55.943800,-70,-3.189371,55.943902,noted.friday.jams
38,-3.189371,55.943902,-70,-3.189653,55.944005,null
39,-3.189653,55.944005,20,-3.189550,55.944287,cliff.asleep.wedge
40,-3.189550,55.944287,30,-3.189400,55.944547,null
41,-3.189400,55.944547,30,-3.189250,55.944806,null
42,-3.189250,55.944806,10,-3.189198,55.945102,null
43,-3.189198,55.945102,60,-3.188939,55.945252,number.exist.rate
44,-3.188939,55.945252,70,-3.188657,55.945354,null
45,-3.188657,55.945354,60,-3.188397,55.945504,null
46,-3.188397,55.945504,60,-3.188137,55.945654,skills.less.herb
47,-3.188137,55.945654,70,-3.187855,55.945757,null
48,-3.187855,55.945757,70,-3.187573,55.945860,null
49,-3.187573,55.945860,80,-3.187278,55.945912,slips.mass.baking
50,-3.187278,55.945912,100,-3.186982,55.945860,slips.mass.baking
51,-3.186982,55.945860,90,-3.186682,55.945860,null
52,-3.186682,55.945860,100,-3.186387,55.945808,null
53,-3.186387,55.945808,80,-3.186091,55.945860,null
54,-3.186091,55.945860,100,-3.185796,55.945808,null
55,-3.185796,55.945808,90,-3.185496,55.945808,shed.desire.muddy
56,-3.185496,55.945808,70,-3.185214,55.945910,shed.desire.muddy
57,-3.185214,55.945910,-100,-3.185510,55.945858,rider.aura.bulb
58,-3.185510,55.945858,-90,-3.185810,55.945858,shed.desire.muddy
59,-3.185810,55.945858,-90,-3.186110,55.945858,null
60,-3.186110,55.945858,-80,-3.186405,55.945910,null
61,-3.186405,55.945910,-100,-3.186700,55.945858,null
62,-3.186700,55.945858,-80,-3.186996,55.945910,null
63,-3.186996,55.945910,-90,-3.187296,55.945910,null
64,-3.187296,55.945910,-90,-3.187596,55.945910,slips.mass.baking
65,-3.187596,55.945910,-90,-3.187896,55.945910,slips.mass.baking
66,-3.187896,55.945910,-100,-3.188191,55.945858,null
67,-3.188191,55.945858,-90,-3.188491,55.945858,null
68,-3.188491,55.945858,-90,-3.188791,55.945858,null
69,-3.188791,55.945858,-70,-3.189073,55.945961,null
70,-3.189073,55.945961,-90,-3.189373,55.945961,null
71,-3.189373,55.945961,-80,-3.189669,55.946013,null
72,-3.189669,55.946013,-90,-3.189969,55.946013,null
73,-3.189969,55.946013,-80,-3.190264,55.946065,love.behind.orchestra
74,-3.190264,55.946065,-90,-3.190564,55.946065,null
75,-3.190564,55.946065,-100,-3.190860,55.946013,null
76,-3.190860,55.946013,-100,-3.191155,55.945961,null
77,-3.191155,55.945961,-140,-3.191348,55.945731,simple.rust.audio
78,-3.191348,55.945731,-150,-3.191498,55.945471,null
79,-3.191498,55.945471,-160,-3.191600,55.945189,null
80,-3.191600,55.945189,120,-3.191341,55.945039,hills.feels.tunes
81,-3.191341,55.945039,90,-3.191041,55.945039,null
82,-3.191041,55.945039,-170,-3.191093,55.944744,shapes.sheep.nature
83,-3.191093,55.944744,180,-3.191093,55.944444,null
84,-3.191093,55.944444,180,-3.191093,55.944144,null
85,-3.191093,55.944144,170,-3.191041,55.943848,hills.giant.crate
86,-3.191041,55.943848,-160,-3.191143,55.943566,null
87,-3.191143,55.943566,150,-3.190993,55.943307,loaf.cheer.slave
88,-3.190993,55.943307,130,-3.190763,55.943114,null
89,-3.190763,55.943114,160,-3.190661,55.942832,relate.chill.vest
90,-3.190661,55.942832,-100,-3.190956,55.942780,tonic.bliss.cove
91,-3.190956,55.942780,-100,-3.191252,55.942728,null
92,-3.191252,55.942728,-20,-3.191354,55.943010,along.spill.limp
93,-3.191354,55.943010,-20,-3.191457,55.943291,null
94,-3.191457,55.943291,-30,-3.191607,55.943551,null
95,-3.191607,55.943551,-10,-3.191659,55.943847,null
96,-3.191659,55.943847,-20,-3.191762,55.944129,null
97,-3.191762,55.944129,-20,-3.191864,55.944411,null
98,-3.191864,55.944411,-30,-3.192014,55.944670,null
99,-3.192014,55.944670,-20,-3.192117,55.944952,null
