1,-3.187800,55.944400,250,-3.188082,55.944297,thank.salsa.brain
2,-3.188082,55.944297,260,-3.188377,55.944245,null
3,-3.188377,55.944245,240,-3.188637,55.944095,trades.rare.cable
4,-3.188637,55.944095,240,-3.188897,55.943945,null
5,-3.188897,55.943945,180,-3.188897,55.943645,noted.friday.jams
6,-3.188897,55.943645,260,-3.189192,55.943593,labels.hotels.alert
7,-3.189192,55.943593,260,-3.189488,55.943541,null
8,-3.189488,55.943541,140,-3.189295,55.943311,cars.attend.hotels
9,-3.189295,55.943311,180,-3.189295,55.943011,null
10,-3.189295,55.943011,240,-3.189555,55.942861,region.passes.pencil
11,-3.189555,55.942861,30,-3.189405,55.943121,null
12,-3.189405,55.943121,220,-3.189598,55.942891,null
13,-3.189598,55.942891,240,-3.189857,55.942741,null
14,-3.189857,55.942741,290,-3.190139,55.942844,hooked.shine.third
15,-3.190139,55.942844,300,-3.190399,55.942994,null
16,-3.190399,55.942994,290,-3.190681,55.943097,null
17,-3.190681,55.943097,220,-3.190874,55.942867,relate.chill.vest
18,-3.190874,55.942867,250,-3.191156,55.942764,null
19,-3.191156,55.942764,40,-3.190963,55.942994,along.spill.limp
20,-3.190963,55.942994,40,-3.190770,55.943224,null
21,-3.190770,55.943224,10,-3.190718,55.943519,relate.chill.vest
22,-3.190718,55.943519,30,-3.190568,55.943779,null
23,-3.190568,55.943779,20,-3.190465,55.944061,null
24,-3.190465,55.944061,330,-3.190615,55.944321,pump.wheels.hulk
25,-3.190615,55.944321,300,-3.190875,55.944471,null
26,-3.190875,55.944471,320,-3.191068,55.944700,null
27,-3.191068,55.944700,10,-3.191016,55.944996,estate.gave.votes
28,-3.191016,55.944996,0,-3.191016,55.945296,null
29,-3.191016,55.945296,60,-3.190756,55.945446,maple.limit.hotels
30,-3.190756,55.945446,80,-3.190461,55.945498,null
31,-3.190461,55.945498,70,-3.190179,55.945601,null
32,-3.190179,55.945601,70,-3.189897,55.945703,null
33,-3.189897,55.945703,50,-3.189667,55.945896,null
34,-3.189667,55.945896,80,-3.189372,55.945948,null
35,-3.189372,55.945948,180,-3.189372,55.945648,coherent.saints.stuck
36,-3.189372,55.945648,160,-3.189269,55.945366,null
37,-3.189269,55.945366,160,-3.189166,55.945084,null
38,-3.189166,55.945084,70,-3.188885,55.945187,number.exist.rate
39,-3.188885,55.945187,60,-3.188625,55.945337,null
40,-3.188625,55.945337,70,-3.188343,55.945440,null
41,-3.188343,55.945440,140,-3.188150,55.945210,skills.less.herb
42,-3.188150,55.945210,140,-3.187957,55.944980,null
43,-3.187957,55.944980,340,-3.188060,55.945262,agents.mile.crib
44,-3.188060,55.945262,310,-3.188290,55.945455,null
45,-3.188290,55.945455,120,-3.188030,55.945305,skills.less.herb
46,-3.188030,55.945305,320,-3.188223,55.945534,null
47,-3.188223,55.945534,100,-3.187927,55.945482,skills.less.herb
48,-3.187927,55.945482,90,-3.187627,55.945482,null
49,-3.187627,55.945482,80,-3.187332,55.945534,null
50,-3.187332,55.945534,70,-3.187050,55.945637,null
51,-3.187050,55.945637,140,-3.186857,55.945407,null
52,-3.186857,55.945407,150,-3.186707,55.945147,null
53,-3.186707,55.945147,140,-3.186514,55.944918,dragon.bottle.crisp
54,-3.186514,55.944918,150,-3.186364,55.944658,null
55,-3.186364,55.944658,110,-3.186082,55.944555,rated.fired.crowds
56,-3.186082,55.944555,220,-3.186275,55.944325,null
57,-3.186275,55.944325,190,-3.186327,55.944030,null
58,-3.186327,55.944030,270,-3.186627,55.944030,null
59,-3.186627,55.944030,110,-3.186345,55.943927,lime.learns.front
60,-3.186345,55.943927,100,-3.186050,55.943875,null
61,-3.186050,55.943875,130,-3.185820,55.943682,teams.mild.played
62,-3.185820,55.943682,30,-3.185670,55.943942,record.sofa.sock
63,-3.185670,55.943942,0,-3.185670,55.944242,manliness.poem.cliff
64,-3.185670,55.944242,140,-3.185477,55.944012,atoms.vanish.foods
65,-3.185477,55.944012,130,-3.185247,55.943820,manliness.poem.cliff
66,-3.185247,55.943820,140,-3.185055,55.943590,hello.love.keys
