1,-3.187800,55.944400,340,-3.187903,55.944682,thank.salsa.brain
2,-3.187903,55.944682,120,-3.187643,55.944532,hurt.green.filer
3,-3.187643,55.944532,110,-3.187361,55.944429,null
4,-3.187361,55.944429,130,-3.187131,55.944236,only.fairly.rift
5,-3.187131,55.944236,160,-3.187028,55.943955,null
6,-3.187028,55.943955,90,-3.186728,55.943955,renew.ears.tend
7,-3.186728,55.943955,60,-3.186469,55.944105,null
8,-3.186469,55.944105,250,-3.186751,55.944002,lime.learns.front
9,-3.186751,55.944002,280,-3.187046,55.944054,null
10,-3.187046,55.944054,310,-3.187276,55.944247,renew.ears.tend
11,-3.187276,55.944247,10,-3.187224,55.944542,null
12,-3.187224,55.944542,80,-3.186928,55.944594,only.fairly.rift
13,-3.186928,55.944594,70,-3.186646,55.944697,artist.gets.react
14,-3.186646,55.944697,90,-3.186346,55.944697,artist.gets.react
15,-3.186346,55.944697,130,-3.186117,55.944504,null
16,-3.186117,55.944504,210,-3.186267,55.944244,null
17,-3.186267,55.944244,190,-3.186319,55.943949,null
18,-3.186319,55.943949,240,-3.186578,55.943799,null
19,-3.186578,55.943799,250,-3.186860,55.943696,null
20,-3.186860,55.943696,260,-3.187156,55.943644,null
21,-3.187156,55.943644,260,-3.187451,55.943592,null
22,-3.187451,55.943592,250,-3.187733,55.943490,null
23,-3.187733,55.943490,280,-3.188029,55.943542,null
24,-3.188029,55.943542,240,-3.188288,55.943392,scare.cubs.resort
25,-3.188288,55.943392,260,-3.188584,55.943340,null
26,-3.188584,55.943340,240,-3.188844,55.943190,null
27,-3.188844,55.943190,250,-3.189126,55.943087,null
28,-3.189126,55.943087,330,-3.189276,55.943347,region.passes.pencil
29,-3.189276,55.943347,310,-3.189505,55.943540,null
30,-3.189505,55.943540,340,-3.189608,55.943821,null
31,-3.189608,55.943821,250,-3.189890,55.943719,burn.spot.across
32,-3.189890,55.943719,280,-3.190185,55.943771,null
33,-3.190185,55.943771,300,-3.190445,55.943921,sculpture.shot.melon
34,-3.190445,55.943921,280,-3.190741,55.943973,pump.wheels.hulk
35,-3.190741,55.943973,290,-3.191023,55.944076,null
36,-3.191023,55.944076,190,-3.191075,55.943780,hills.giant.crate
37,-3.191075,55.943780,200,-3.191177,55.943498,null
38,-3.191177,55.943498,180,-3.191177,55.943198,meal.feed.large
39,-3.191177,55.943198,180,-3.191177,55.942898,meal.feed.large
40,-3.191177,55.942898,0,-3.191177,55.943198,along.spill.limp
41,-3.191177,55.943198,0,-3.191177,55.943498,meal.feed.large
42,-3.191177,55.943498,0,-3.191177,55.943798,meal.feed.large
43,-3.191177,55.943798,10,-3.191125,55.944094,null
44,-3.191125,55.944094,0,-3.191125,55.944394,hills.giant.crate
45,-3.191125,55.944394,0,-3.191125,55.944694,null
46,-3.191125,55.944694,20,-3.191023,55.944976,null
47,-3.191023,55.944976,350,-3.191075,55.945271,shapes.sheep.nature
48,-3.191075,55.945271,80,-3.190779,55.945323,maple.limit.hotels
49,-3.190779,55.945323,90,-3.190479,55.945323,null
50,-3.190479,55.945323,70,-3.190197,55.945426,jump.crop.fits
51,-3.190197,55.945426,90,-3.189897,55.945426,null
52,-3.189897,55.945426,120,-3.189637,55.945276,turkey.limit.ramp
53,-3.189637,55.945276,110,-3.189356,55.945173,null
54,-3.189356,55.945173,60,-3.189096,55.945323,number.exist.rate
55,-3.189096,55.945323,70,-3.188814,55.945426,null
56,-3.188814,55.945426,350,-3.188866,55.945721,shady.soft.phones
57,-3.188866,55.945721,70,-3.188584,55.945824,stops.else.chats
58,-3.188584,55.945824,0,-3.188584,55.946124,bend.tubes.chops
59,-3.188584,55.946124,160,-3.188481,55.945842,boost.radar.stress
60,-3.188481,55.945842,150,-3.188331,55.945582,bend.tubes.chops
61,-3.188331,55.945582,80,-3.188036,55.945634,skills.less.herb
62,-3.188036,55.945634,80,-3.187741,55.945686,null
63,-3.187741,55.945686,90,-3.187441,55.945686,null
64,-3.187441,55.945686,90,-3.187141,55.945686,null
65,-3.187141,55.945686,70,-3.186859,55.945789,null
66,-3.186859,55.945789,80,-3.186563,55.945841,null
67,-3.186563,55.945841,90,-3.186263,55.945841,null
68,-3.186263,55.945841,80,-3.185968,55.945893,null
69,-3.185968,55.945893,60,-3.185708,55.946043,null
70,-3.185708,55.946043,130,-3.185478,55.945850,renew.slows.basket
71,-3.185478,55.945850,130,-3.185248,55.945657,null
72,-3.185248,55.945657,110,-3.184966,55.945555,null
73,-3.184966,55.945555,130,-3.184737,55.945362,null
74,-3.184737,55.945362,110,-3.184455,55.945259,null
75,-3.184455,55.945259,220,-3.184647,55.945030,settle.title.united
76,-3.184647,55.945030,230,-3.184877,55.944837,null
77,-3.184877,55.944837,220,-3.185070,55.944607,slide.leads.stores
78,-3.185070,55.944607,150,-3.184920,55.944347,acid.chair.butter
79,-3.184920,55.944347,150,-3.184770,55.944087,null
80,-3.184770,55.944087,150,-3.184620,55.943828,null
81,-3.184620,55.943828,210,-3.184770,55.943568,rider.mile.lime
82,-3.184770,55.943568,180,-3.184770,55.943268,null
83,-3.184770,55.943268,240,-3.185030,55.943118,brings.remedy.latter
84,-3.185030,55.943118,250,-3.185312,55.943015,null
85,-3.185312,55.943015,240,-3.185572,55.942865,null
86,-3.185572,55.942865,260,-3.185867,55.942813,dent.shins.cycle
87,-3.185867,55.942813,270,-3.186167,55.942813,null
88,-3.186167,55.942813,260,-3.186463,55.942761,under.retire.bump
89,-3.186463,55.942761,270,-3.186763,55.942761,null
90,-3.186763,55.942761,250,-3.187044,55.942658,null
91,-3.187044,55.942658,340,-3.187147,55.942940,strut.river.surely
92,-3.187147,55.942940,350,-3.187199,55.943236,null
93,-3.187199,55.943236,330,-3.187349,55.943495,null
94,-3.187349,55.943495,330,-3.187499,55.943755,null
95,-3.187499,55.943755,330,-3.187649,55.944015,null
96,-3.187649,55.944015,330,-3.187799,55.944275,null
